pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:14.328,99,10,0.013,-0.009,1.014,0.0,0.061,-0.061
2025-11-08 17:04:14.329,100,10,0.014,-0.011,1.015,-0.061,0.183,-0.061
2025-11-08 17:04:14.330,101,10,0.014,-0.009,1.013,0.122,0.0,0.0
2025-11-08 17:04:14.330,102,10,0.012,-0.009,1.012,0.061,0.0,-0.122
2025-11-08 17:04:14.331,103,10,0.012,-0.009,1.013,0.0,-0.122,-0.122
2025-11-08 17:04:14.332,104,10,0.012,-0.009,1.013,-0.183,-0.061,-0.061
2025-11-08 17:04:14.332,105,10,0.013,-0.01,1.014,0.0,-0.122,-0.061
2025-11-08 17:04:14.333,106,10,0.011,-0.01,1.012,0.0,0.0,0.0
2025-11-08 17:04:14.334,107,10,0.013,-0.009,1.013,0.061,0.061,-0.244
2025-11-08 17:04:14.334,108,10,0.014,-0.01,1.012,0.122,-0.061,0.061
2025-11-08 17:04:14.388,109,10,0.013,-0.01,1.012,0.183,-0.122,-0.061
2025-11-08 17:04:14.388,110,10,0.013,-0.008,1.015,0.0,-0.122,0.0
2025-11-08 17:04:14.389,111,10,0.013,-0.009,1.012,0.122,0.0,0.0
2025-11-08 17:04:14.389,112,10,0.014,-0.01,1.012,0.183,0.0,-0.061
2025-11-08 17:04:14.390,113,10,0.014,-0.01,1.013,0.0,0.122,-0.061
2025-11-08 17:04:14.391,114,10,0.013,-0.009,1.013,0.0,0.0,-0.061
2025-11-08 17:04:14.447,115,10,0.013,-0.01,1.013,0.061,0.0,-0.061
2025-11-08 17:04:14.448,116,10,0.013,-0.009,1.013,0.0,0.122,-0.122
2025-11-08 17:04:14.449,117,10,0.012,-0.01,1.013,0.061,-0.061,-0.061
2025-11-08 17:04:14.449,118,10,0.013,-0.01,1.013,0.0,-0.122,0.0
2025-11-08 17:04:14.450,119,10,0.012,-0.01,1.012,0.061,0.0,-0.061
2025-11-08 17:04:14.451,120,10,0.012,-0.009,1.013,0.061,0.061,0.122
2025-11-08 17:04:14.507,121,10,0.013,-0.01,1.011,-0.061,-0.061,-0.122
2025-11-08 17:04:14.508,122,10,0.013,-0.009,1.012,0.061,-0.122,-0.061
2025-11-08 17:04:14.508,123,10,0.012,-0.01,1.014,0.122,0.0,-0.061
2025-11-08 17:04:14.509,124,10,0.013,-0.009,1.013,0.122,-0.122,0.0
2025-11-08 17:04:14.510,125,10,0.013,-0.009,1.011,0.0,0.122,-0.122
2025-11-08 17:04:14.510,126,10,0.014,-0.009,1.012,-0.061,0.061,0.061
2025-11-08 17:04:14.568,127,10,0.013,-0.009,1.015,0.0,-0.183,-0.122
2025-11-08 17:04:14.568,128,10,0.012,-0.008,1.014,0.183,0.061,-0.061
2025-11-08 17:04:14.568,129,10,0.012,-0.009,1.013,-0.061,0.061,-0.122
2025-11-08 17:04:14.569,130,10,0.013,-0.01,1.014,0.244,-0.183,0.061
2025-11-08 17:04:14.570,131,10,0.012,-0.009,1.014,-0.061,-0.061,-0.122
2025-11-08 17:04:14.571,132,10,0.013,-0.01,1.013,0.122,0.061,-0.061
2025-11-08 17:04:14.627,133,10,0.014,-0.009,1.014,0.0,-0.061,-0.061
2025-11-08 17:04:14.628,134,10,0.012,-0.01,1.015,0.061,0.0,-0.061
2025-11-08 17:04:14.628,135,10,0.012,-0.009,1.013,0.0,0.061,-0.244
2025-11-08 17:04:14.629,136,10,0.012,-0.009,1.012,0.061,-0.244,-0.244
2025-11-08 17:04:14.630,137,10,0.013,-0.009,1.011,0.122,0.0,-0.244
2025-11-08 17:04:14.630,138,10,0.012,-0.009,1.012,0.061,-0.122,-0.122
2025-11-08 17:04:14.689,139,10,0.012,-0.008,1.014,0.061,-0.061,-0.061
2025-11-08 17:04:14.689,140,10,0.011,-0.009,1.012,0.183,0.061,0.0
2025-11-08 17:04:14.689,141,10,0.012,-0.01,1.013,0.0,-0.061,-0.061
2025-11-08 17:04:14.690,142,10,0.013,-0.009,1.012,0.122,0.0,0.183
2025-11-08 17:04:14.690,143,10,0.013,-0.009,1.014,0.122,-0.061,-0.183
2025-11-08 17:04:14.691,144,10,0.013,-0.009,1.013,0.061,0.122,0.0
2025-11-08 17:04:14.747,145,10,0.014,-0.009,1.014,0.0,-0.061,0.061
2025-11-08 17:04:14.748,146,10,0.013,-0.009,1.013,0.244,0.122,-0.061
2025-11-08 17:04:14.748,147,10,0.013,-0.009,1.014,-0.061,-0.061,0.0
2025-11-08 17:04:14.749,148,10,0.012,-0.009,1.014,0.061,-0.122,0.0
2025-11-08 17:04:14.750,149,10,0.013,-0.01,1.014,0.122,0.122,-0.183
2025-11-08 17:04:14.751,150,10,0.013,-0.009,1.012,0.0,-0.122,0.0
2025-11-08 17:04:14.808,151,10,0.015,-0.009,1.014,0.061,0.0,-0.122
2025-11-08 17:04:14.808,152,10,0.012,-0.01,1.014,0.0,-0.122,-0.122
2025-11-08 17:04:14.808,153,10,0.012,-0.01,1.013,0.061,0.183,-0.122
2025-11-08 17:04:14.809,154,10,0.014,-0.009,1.014,0.122,0.0,0.061
2025-11-08 17:04:14.810,155,10,0.015,-0.008,1.013,-0.061,-0.122,0.0
2025-11-08 17:04:14.810,156,10,0.014,-0.01,1.012,0.122,-0.061,0.0
2025-11-08 17:04:14.868,157,10,0.013,-0.009,1.013,-0.061,0.061,0.0
2025-11-08 17:04:14.928,158,10,0.012,-0.011,1.014,0.122,-0.122,0.061
2025-11-08 17:04:14.928,159,10,0.011,-0.01,1.013,0.0,-0.061,0.061
2025-11-08 17:04:14.928,160,10,0.012,-0.008,1.012,0.122,-0.061,-0.183
2025-11-08 17:04:14.929,161,10,0.014,-0.008,1.012,0.183,-0.061,0.122
2025-11-08 17:04:14.930,162,10,0.012,-0.009,1.014,0.061,0.183,-0.061
2025-11-08 17:04:14.930,163,10,0.013,-0.008,1.013,0.122,-0.061,-0.061
2025-11-08 17:04:14.931,164,10,0.014,-0.008,1.012,-0.061,-0.061,-0.305
2025-11-08 17:04:14.932,165,10,0.014,-0.008,1.013,0.183,0.0,-0.122
2025-11-08 17:04:14.932,166,10,0.015,-0.007,1.014,0.122,0.061,0.061
2025-11-08 17:04:14.933,167,10,0.012,-0.008,1.012,0.0,-0.244,-0.122
2025-11-08 17:04:14.934,168,10,0.012,-0.009,1.013,0.0,0.122,-0.122
2025-11-08 17:04:14.987,169,11,0.014,-0.01,1.012,0.0,0.0,0.0
2025-11-08 17:04:14.988,170,10,0.014,-0.01,1.012,0.0,0.0,-0.061
2025-11-08 17:04:14.988,171,10,0.013,-0.009,1.013,0.0,0.061,-0.061
2025-11-08 17:04:14.990,172,10,0.013,-0.009,1.012,0.061,0.061,-0.061
2025-11-08 17:04:15.047,173,10,0.014,-0.009,1.013,0.0,-0.122,0.0
